,text,level
14283,ألسنا جميعا تابعين نطيع الأمر,3
14284,فلما سمعت هذا التعبير — وهو مما يقال للملوك — عظم الأمر عندها,4
14285,فلما سمعت هذا التعبير — وهو مما يقال للملوك — كبر الأمر عندها,3
14286,لكنها كانت عاقلة تنظر في الأمور إلى حقائقها,3
14287,ولا يهمها الزخارف فقالت كلنا عبيد يا شوكار,4
14288,ولا يعنيها حسن الكلام فقالت كلنا تابعون يا شوكار,3
14289,وإنما سألتك لأن ركن الدين يهمك الآن,4
14290,ولكن سألتك لأن ركن الدين يعنيك حاليا,3
14291,أليس كذلك,3
14292,فقالت وقد توردت وجنتاها من الخجل هبي أنه لي,5
14293,فقالت وقد توردت وجنتاها من الخجل افترضي أنه لي,4
14294,فقالت وقد احمرت وجنتاها من الخجل افترضي أنه لي,3
14295,فأنا لم أكن لأحصل عليه لولاك,3
14296,قالت ليس هذا هو المهم في الأمر يا شوكار,3
14297,ولكنني أحب قبل أن يعقد له عليك أن يأتي عملا يوجب له الفخر على أقرانه,5
14298,ولكنني أحب قبل أن يعقد له عليك أن يأتي عملا يوجب له الفخر على زملائه,4
14299,ولكنني أحب قبل أن يعقد له عليك أن يأتي عملا يحقق له الفخر على زملائه,3
14300,فإذا تزوجك بعد ذلك زاد افتخارك به,3
14301,قالت الأمر لك في كل حال,3
14302,لكنها في الحقيقة لم يسرها هذا الأمر,3
14303,لأن ركن الدين من الأمراء المعروفين,3
14304,وإذا لم يكن بد من زيادة أسباب شهرته,4
14305,وإذا لم يكن مفر من زيادة أسباب شهرته,3
14306,فليكن ذلك بعد العقد,3
14307,وقد أصبحت لفرط غبطتها بذلك النصيب تخاف أن يؤخذ منها,4
14308,وقد أصبحت لشدة سعادتها بذلك النصيب تخاف أن يؤخذ منها,3
14309,لكنها لم تستطع إظهار غير الرضا,3
14310,أما شجرة الدر فإنها لحظت ترددها وما خامر ذهنها من هذا الأمر,5
14311,أما شجرة الدر فإنها لحظت ترددها وما دار بذهنها من هذا الأمر,4
14312,أما شجرة الدر فإنها لاحظت ترددها وما دار بذهنها من هذا الأمر,3
14313,فتنهدت ونهضت وقالت اتبعيني يا شوكار,3
14314,فتبعتها وهي تفكر في غرضها من هذا النهوض,3
14315,فإذا هي قد مشت في ممر إلى غرفتها الخاصة,3
14316,وهي غرفة أعدوها لها بأثمن الرياش,3
14317,فدخلت واستلقت على سريرها بلا كلفة وهي تقول آه يا شوكار,5
14318,فدخلت واستلقت على سريرها بلا إحراج وهي تقول آه يا شوكار,3
14319,لقد تعبت من التفكير,3
14320,وشعرت بثقل العمل الذي أخذته على عاتقي,5
14321,وشعرت بثقل العمل الذي أخذته على مسئوليتي,3
14322,أطربيني بصوتك الرخيم لعلي أروح عن النفس قليلا,5
14323,أطربيني بصوتك الجميل لعلي أخفف عن النفس قليلا,3
14324,فسرها هذا الاقتراح,3
14325,وأمرت بعض الغلمان بإحضار العود,3
14326,فتناولته وأخذت تضرب عليه بإتقان,3
14327,وتغني أغاني تعلم أن شجرة الدر تطرب لها,4
14328,وتغني أغاني تعلم أن شجرة الدر تستمتع بها,3
14329,فآنست منها استحسانا كثيرا وهي تضحك لها وتعجب بها,4
14330,فوجدت منها استحسانا كثيرا وهي تضحك لها وتعجب بها,3
14331,وشوكار تائهة الفكر في ركن الدين,3
14332,وتود لو يكون حاضرا لتراه لعلها تتحقق منه شيئا,4
14333,وتريد لو يكون حاضرا لتراه لعلها تتحقق منه شيئا,3
14334,لأنها لم تملك فرصة تسمع منه فيها قوله إنه يحبها,3
14335,وأحست هي أنها أحبته وخافت ألا يكون قد بادلها حبا بحب,3
14336,وبان انقباض قلبها في وجهها,4
14337,وبان قلق قلبها في وجهها,3
14338,وظهر أثر ذلك في ضربها وغنائها,3
14339,فقالت لها شجرة الدر ما بالك يا شوكار,3
14340,فانتهبت لنفسها وقالت لا شيء يا سيدتي,5
14341,فانتبهت لنفسها وقالت لا شيء يا سيدتي,3
14342,ثم ابتسمت لتخفي ما بها وقالت شكرا يا مولاتي,5
14343,ثم ابتسمت لتخفي ما بها وقالت شكرا يا سيدتي,3
14344,إني محاطة بكل أسباب السعادة والحمد لله,3
14345,وسكتت وفي سكوتها شبه إنكار,3
14346,فلحظت شجرة الدر شيئا مما اعترى جاريتها شوكار فقالت لا شيء يا سيدتي,5
14347,فلحظت شجرة الدر شيئا مما أصاب جاريتها شوكار فقالت لا شيء يا سيدتي,4
14348,فلاحظت شجرة الدر شيئا مما أصاب جاريتها شوكار فقالت لا شيء يا سيدتي,3
14349,ثم ابتسمت لتخفي ما بها وقالت شكرا خاطرك شيئا تكتمينه,3
14350,هل ساءك ما قلته عن ركن الدين من أمر السفر,3
14351,قالت بلهفة كلا يا سيدتي,4
14352,قالت باهتمام كلا يا سيدتي,3
14353,إن ما تأمرين به لا يكون فيه غير أسباب الراحة والسعادة ولكن,3
14354,وأطرقت حياء,5
14355,وخفضت رأسها حياء,3
14356,قالت ولكن ماذا,3
14357,إن هذا الإطراق يعجبني من الفتاة في مثل هذه الحال,5
14358,إن هذا الخجل يعجبني من الفتاة في مثل هذه الحال,3
14359,يظهر أنك تشتاقين رؤية ركن الدين قبل سفره,4
14360,يظهر أنك تشتاقين مشاهدة ركن الدين قبل سفره,3
14361,ولعلك تحبين أن تعرفي رأيه فيك,3
14362,إني سأدعوه الساعة يجالسنا بحجة عزمي على تكليفه بتلك المهمة,4
14363,إني سأدعوه الساعة يجالسنا بحجة قراري تكليفه بتلك المهمة,3
14364,وصفقت,3
14365,فجاء بعض الغلمان فأمرته أن يدعو الداودار ركن الدين,3
14366,وعادت إلى مشاغلة شوكار,3
14367,فقالت لها لا يمضي كثير حتى يأتي ركن الدين,4
14368,فقالت لها لا يمر كثير حتى يأتي ركن الدين,3
14369,غني شيئا من عندك,3
14370,فأخذت تغني,3
14371,وقد فرحت بقرب قدوم ركن الدين,3
14372,لكنها أحست بخفقان قلبها فتشاغلت بالضرب والغناء,5
14373,لكنها أحست بخفقان قلبها فانشغلت بالضرب والغناء,4
14374,لكنها أحست بدق قلبها فانشغلت بالضرب والغناء,3
14375,وبعد قليل جاء الغلام يقول إن الأمير ركن الدين بالباب,3
14376,فقالت يدخل,3
14377,وأشارت إلى شوكار أن تسكت,4
14378,وألمحت إلى شوكار أن تسكت,3
14379,فدخل وألقى التحية,3
14380,فابتسمت له,3
14381,وقد ألقت النقاب بعض الشيء على رأسها,3
14382,وفعلت شوكار مثل فعلها,3
14383,وقالت شجرة الدر مرحبا بالبطل ركن الدين,3
14384,تفضل,3
14385,وأشارت إلى كرسي بين يديها,4
14386,ودلته على كرسي بين يديها,3
14387,فجلس عليه وهو يتأدب في نظراته ويفكر في سبب تلك الدعوة,3
14388,فقالت شجرة الدر أتعلم يا ركن الدين لماذا دعوتك,3
14389,قال لا يا سيدتي,3
14390,وإنما أعلم أني سيف من أسياف مولاتي ترمي بي حيثما شاءت,5
14391,وإنما أعلم أني سيف من أسياف سيدتي ترمي بي حيثما شاءت,4
14392,ولكن أعلم أني سيف من أسياف سيدتي ترمي بي حيثما شاءت,3
14393,فقالت بارك الله فيك,3
14394,لكن هل تفعل ما تفعله إكراما لي وحدي,4
14395,لكن هل تفعل ما تفعله إكراما لي بمفردي,3
14396,فلما سمع قولها علم أنها تداعبه وتشير إلى علاقته المستقبلة بشوكار,4
14397,فلما سمع قولها علم أنها تداعبه وتلمح إلى علاقته المستقبلة بشوكار,3
14398,فسره أنها بادرته بالحديث فقال نعم يا سيدتي,4
14399,فسره أنها بدأته بالحديث فقال نعم يا سيدتي,3
14400,لأنك أنت صاحبة الأمر والنهي من كل وجه,3
14401,والتفت إلى شوكار وابتسم,4
14402,ونظر إلى شوكار وابتسم,3
14403,فخجلت شوكار وبان الخجل في عينيها وأطرقت,5
14404,فخجلت شوكار وبان الخجل في عينيها وخفضت رأسها,3
